"id";"name";"type-id";"is-active";"template-id";"parent-id";"title";"h1";"meta_descriptions";"meta_keywords";"tags";"price";"date_create_object";"photo";"pechat";"dokumenty";"kratkaya_informaciya";"dokumentaciya";"dopolnitelnoe_oborudovanie";"thnicheskie_harakteristiki2";"podrobnoe_opisanie";"komplekt_postavki";"opreelyaemye_vewestva";"obzor_360";"ssylka_na_obzor";"dop_info";"faq";"ves";"obem";"akciya";"cena_po_akcii";"ssylka_na_akciyu";"akciya1"
"id";"Наименование";"Идентификатор типа";"Активность";"Идентификатор шаблона";"id родительской страницы";"Поле title";"Поле h1";"Поле meta description";"Поле meta keywords";"Теги";"Цена";"Дата создания объекта";"Картинка";"Печать";"Документы";"Краткая информация";"Документация";"Дополнительное оборудование";"Тхнические характеристики2";"Подробное описание";"Комплект поставки";"Опрееляемые вещества";"обзор 360";"Ссылка на обзор";"dop_info";"FAQ";"Вес";"Объем";"Акция";"Цена по акции";"Ссылка на акцию";"акция1"
"native";"native";"native";"native";"native";"native";"string";"string";"string";"string";"tags";"price";"date";"img_file";"file";"wysiwyg";"wysiwyg";"wysiwyg";"wysiwyg";"wysiwyg";"wysiwyg";"wysiwyg";"wysiwyg";"img_file";"string";"wysiwyg";"wysiwyg";"string";"string";"img_file";"string";"string";"img_file"
"15738";"Спектрофотометры";"{root-pages-type}";"1";"34";"0";"Спектрофотометры";"Спектрофотометры";"Спектрофотометры";"Спектрофотометры";"Спектрофотометры";"0"
